Date;Temp;Humid
2014-10-28 08:41:57; 19; 57
2014-10-28 08:42:58; 19; 57
2014-10-28 08:43:58; 19; 57
2014-10-28 08:44:59; 19; 57
2014-10-28 08:45:59; 19; 57
2014-10-28 08:47:00; 19; 57
2014-10-28 08:48:00; 19; 57
2014-10-28 08:49:01; 19; 57
2014-10-28 08:50:02; 19; 57
2014-10-28 08:51:02; 19; 57
2014-10-28 08:52:05; 19; 57
2014-10-28 08:53:06; 19; 57
2014-10-28 08:54:12; 18; 58
2014-10-28 08:55:17; 19; 57
2014-10-28 08:56:20; 19; 57
2014-10-28 08:57:21; 19; 57
2014-10-28 08:58:24; 19; 57
2014-10-28 08:59:27; 19; 58
2014-10-28 09:00:28; 19; 57
2014-10-28 09:01:31; 19; 57
2014-10-28 09:02:31; 19; 57
2014-10-28 09:03:34; 19; 57
2014-10-28 09:04:38; 19; 57
2014-10-28 09:05:38; 19; 57
2014-10-28 09:06:39; 19; 57
2014-10-28 09:07:39; 19; 57
2014-10-28 09:08:40; 19; 57
2014-10-28 09:09:43; 19; 57
2014-10-28 09:10:43; 19; 57
2014-10-28 09:11:44; 19; 57
2014-10-28 09:12:45; 19; 57
2014-10-28 09:13:45; 19; 57
2014-10-28 09:14:48; 19; 57
2014-10-28 09:15:49; 19; 57
2014-10-28 09:16:50; 19; 57
2014-10-28 09:17:50; 19; 57
2014-10-28 09:18:51; 19; 57
2014-10-28 09:19:51; 19; 57
2014-10-28 09:20:52; 19; 57
2014-10-28 09:21:52; 19; 56
2014-10-28 09:22:53; 19; 57
2014-10-28 09:23:56; 19; 57
2014-10-28 09:24:57; 19; 56
2014-10-28 09:25:57; 19; 57
2014-10-28 09:26:58; 19; 58
2014-10-28 09:27:58; 19; 57
2014-10-28 09:29:01; 19; 58
2014-10-28 09:30:02; 19; 58
2014-10-28 09:31:03; 19; 58
2014-10-28 09:32:03; 19; 58
2014-10-28 09:33:04; 19; 58
2014-10-28 09:34:04; 19; 58
2014-10-28 09:35:05; 19; 58
2014-10-28 09:36:06; 19; 58
2014-10-28 09:37:06; 19; 58
2014-10-28 09:38:07; 19; 58
2014-10-28 09:39:07; 19; 58
2014-10-28 09:40:08; 19; 58
2014-10-28 09:41:08; 20; 58
2014-10-28 09:42:09; 20; 59
2014-10-28 09:43:09; 20; 59
2014-10-28 09:44:10; 20; 58
2014-10-28 09:45:11; 20; 58
2014-10-28 09:46:11; 20; 58
2014-10-28 09:47:12; 20; 58
2014-10-28 09:48:12; 20; 58
2014-10-28 09:49:15; 19; 58
2014-10-28 09:50:16; 19; 58
2014-10-28 09:51:17; 19; 58
2014-10-28 09:52:17; 19; 58
2014-10-28 09:53:20; 19; 58
2014-10-28 09:54:26; 19; 58
2014-10-28 09:55:27; 19; 58
2014-10-28 09:56:27; 19; 58
2014-10-28 09:57:28; 19; 58
2014-10-28 09:58:28; 19; 58
2014-10-28 09:59:29; 19; 58
2014-10-28 10:00:29; 19; 58
2014-10-28 10:01:30; 19; 58
2014-10-28 10:02:31; 19; 57
2014-10-28 10:03:31; 19; 57
2014-10-28 10:04:32; 19; 58
2014-10-28 10:05:32; 19; 58
2014-10-28 10:06:33; 19; 58
2014-10-28 10:07:33; 19; 58
2014-10-28 10:08:34; 19; 58
2014-10-28 10:09:35; 19; 57
2014-10-28 10:10:35; 19; 57
2014-10-28 10:11:36; 19; 57
2014-10-28 10:12:36; 19; 57
2014-10-28 10:13:37; 19; 57
2014-10-28 10:14:40; 19; 58
2014-10-28 10:15:48; 19; 57
2014-10-28 10:16:49; 19; 57
2014-10-28 10:17:49; 19; 57
2014-10-28 10:18:50; 19; 57
2014-10-28 10:19:50; 19; 58
2014-10-28 10:20:51; 19; 57
2014-10-28 10:21:52; 19; 57
2014-10-28 10:22:52; 19; 58
2014-10-28 10:23:55; 19; 58
2014-10-28 10:24:56; 19; 57
2014-10-28 10:25:56; 19; 57
2014-10-28 10:26:57; 19; 57
2014-10-28 10:27:58; 19; 58
2014-10-28 10:28:58; 19; 57
2014-10-28 10:30:01; 19; 58
2014-10-28 10:31:02; 19; 58
2014-10-28 10:32:02; 19; 58
2014-10-28 10:33:03; 20; 58
2014-10-28 10:34:09; 20; 58
2014-10-28 10:35:09; 20; 58
2014-10-28 10:36:10; 20; 58
2014-10-28 10:37:10; 20; 58
2014-10-28 10:38:11; 20; 58
2014-10-28 10:39:12; 20; 58
2014-10-28 10:40:12; 20; 58
2014-10-28 10:41:13; 20; 58
2014-10-28 10:42:13; 20; 58
2014-10-28 10:43:14; 20; 57
2014-10-28 10:44:17; 20; 58
2014-10-28 10:45:18; 20; 57
2014-10-28 10:46:18; 20; 57
2014-10-28 10:47:19; 20; 57
2014-10-28 10:48:19; 19; 57
2014-10-28 10:49:20; 19; 57
2014-10-28 10:50:20; 19; 57
2014-10-28 10:51:21; 19; 57
2014-10-28 10:52:29; 19; 57
2014-10-28 10:53:30; 19; 57
2014-10-28 10:54:33; 19; 57
2014-10-28 10:55:33; 20; 57
2014-10-28 10:56:34; 20; 57
2014-10-28 10:57:35; 20; 58
2014-10-28 10:58:35; 20; 58
2014-10-28 10:59:36; 20; 57
2014-10-28 11:00:36; 20; 57
2014-10-28 11:01:37; 20; 57
2014-10-28 11:02:37; 21; 56
2014-10-28 11:03:38; 21; 57
2014-10-28 11:04:39; 21; 56
2014-10-28 11:05:42; 20; 57
2014-10-28 11:06:42; 20; 57
2014-10-28 11:07:48; 20; 57
2014-10-28 11:08:48; 20; 57
2014-10-28 11:09:52; 20; 57
2014-10-28 11:10:55; 20; 57
2014-10-28 11:11:55; 20; 57
2014-10-28 11:12:56; 20; 57
2014-10-28 11:13:59; 20; 57
2014-10-28 11:15:02; 20; 57
2014-10-28 11:16:03; 20; 57
2014-10-28 11:17:06; 20; 57
2014-10-28 11:18:09; 20; 57
2014-10-28 11:19:09; 20; 57
2014-10-28 11:20:12; 20; 57
2014-10-28 11:21:13; 20; 56
2014-10-28 11:22:16; 20; 57
2014-10-28 11:23:19; 20; 57
2014-10-28 11:24:22; 20; 57
2014-10-28 11:25:23; 20; 56
2014-10-28 11:26:24; 20; 57
2014-10-28 11:27:24; 20; 57
2014-10-28 11:28:25; 21; 56
2014-10-28 11:29:25; 21; 56
2014-10-28 11:30:33; 21; 56
2014-10-28 11:31:34; 21; 56
2014-10-28 11:32:37; 21; 56
2014-10-28 11:33:38; 21; 56
2014-10-28 11:34:38; 21; 56
2014-10-28 11:35:39; 21; 56
2014-10-28 11:36:39; 21; 56
2014-10-28 11:37:40; 21; 55
2014-10-28 11:38:41; 21; 56
2014-10-28 11:39:41; 21; 56
2014-10-28 11:40:44; 21; 56
2014-10-28 11:41:45; 21; 56
2014-10-28 11:42:51; 21; 54
2014-10-28 11:43:51; 21; 55
2014-10-28 11:44:52; 21; 55
2014-10-28 11:45:52; 21; 54
2014-10-28 11:46:53; 21; 55
2014-10-28 11:47:53; 21; 55
2014-10-28 11:48:54; 21; 55
2014-10-28 11:49:55; 22; 55
2014-10-28 11:50:55; 22; 54
2014-10-28 11:51:56; 22; 55
2014-10-28 11:53:01; 22; 55
2014-10-28 11:54:04; 22; 56
2014-10-28 11:55:05; 22; 55
2014-10-28 11:56:06; 22; 55
2014-10-28 11:57:09; 22; 56
2014-10-28 11:58:09; 22; 55
2014-10-28 11:59:10; 22; 55
2014-10-28 12:00:10; 22; 55
2014-10-28 12:01:11; 22; 55
2014-10-28 12:02:14; 23; 54
2014-10-28 12:03:15; 23; 54
2014-10-28 12:04:15; 23; 54
2014-10-28 12:05:16; 23; 54
2014-10-28 12:06:16; 23; 54
2014-10-28 12:07:17; 23; 54
2014-10-28 12:08:18; 23; 54
2014-10-28 12:09:18; 23; 54
2014-10-28 12:10:21; 23; 54
2014-10-28 12:11:22; 23; 53
2014-10-28 12:12:22; 23; 54
2014-10-28 12:13:23; 23; 54
2014-10-28 12:14:24; 23; 53
2014-10-28 12:15:27; 23; 52
2014-10-28 12:16:27; 23; 51
2014-10-28 12:17:28; 23; 52
2014-10-28 12:18:33; 23; 52
2014-10-28 12:19:34; 23; 52
2014-10-28 12:20:35; 23; 52
2014-10-28 12:21:35; 24; 52
2014-10-28 12:22:36; 24; 52
2014-10-28 12:23:36; 24; 52
2014-10-28 12:24:37; 24; 51
2014-10-28 12:25:37; 24; 51
2014-10-28 12:26:38; 24; 51
2014-10-28 12:27:39; 24; 51
2014-10-28 12:28:39; 24; 51
2014-10-28 12:29:40; 24; 51
2014-10-28 12:30:40; 24; 51
2014-10-28 12:31:41; 25; 50
2014-10-28 12:32:41; 24; 51
2014-10-28 12:33:42; 25; 51
2014-10-28 12:34:43; 25; 50
2014-10-28 12:35:43; 25; 50
2014-10-28 12:36:44; 25; 50
2014-10-28 12:37:47; 25; 49
2014-10-28 12:38:47; 25; 49
2014-10-28 12:39:51; 25; 49
2014-10-28 12:40:51; 25; 50
2014-10-28 12:41:52; 25; 48
2014-10-28 12:42:52; 25; 49
2014-10-28 12:43:53; 25; 49
2014-10-28 12:44:53; 25; 50
2014-10-28 12:45:54; 25; 49
2014-10-28 12:46:57; 25; 49
2014-10-28 12:47:58; 25; 49
2014-10-28 12:48:58; 25; 49
2014-10-28 12:49:59; 25; 49
2014-10-28 12:50:59; 25; 49
2014-10-28 12:52:03; 25; 49
2014-10-28 12:53:03; 25; 49
2014-10-28 12:54:04; 25; 49
2014-10-28 12:55:04; 25; 48
2014-10-28 12:56:10; 25; 48
2014-10-28 12:57:11; 25; 48
2014-10-28 12:58:11; 25; 49
2014-10-28 12:59:12; 25; 48
2014-10-28 13:00:12; 25; 49
2014-10-28 13:01:13; 25; 48
2014-10-28 13:02:13; 25; 48
2014-10-28 13:03:14; 25; 48
2014-10-28 13:04:15; 25; 48
2014-10-28 13:05:18; 25; 49
2014-10-28 13:06:18; 26; 48
2014-10-28 13:07:19; 26; 49
2014-10-28 13:08:20; 26; 48
2014-10-28 13:09:23; 26; 48
2014-10-28 13:10:23; 26; 48
2014-10-28 13:11:24; 26; 48
2014-10-28 13:12:24; 26; 48
2014-10-28 13:13:25; 26; 48
2014-10-28 13:14:26; 26; 48
2014-10-28 13:15:26; 26; 48
2014-10-28 13:16:27; 26; 48
2014-10-28 13:17:27; 26; 48
2014-10-28 13:18:30; 26; 48
2014-10-28 13:19:31; 26; 48
2014-10-28 13:20:32; 26; 48
2014-10-28 13:21:32; 26; 47
2014-10-28 13:22:33; 26; 47
2014-10-28 13:23:33; 26; 47
2014-10-28 13:24:34; 26; 47
2014-10-28 13:25:34; 26; 47
2014-10-28 13:26:38; 27; 46
2014-10-28 13:27:38; 27; 46
2014-10-28 13:28:41; 27; 46
2014-10-28 13:29:42; 27; 46
2014-10-28 13:30:42; 27; 46
