Date;Temp;Humid
2014-10-29 06:23:36; 21; 60
2014-10-29 06:24:09; 21; 60
2014-10-29 06:24:39; 21; 60
2014-10-29 06:25:10; 22; 59
2014-10-29 06:25:43; 22; 60
2014-10-29 06:26:13; 22; 59
2014-10-29 06:26:46; 22; 59
2014-10-29 06:27:17; 22; 59
2014-10-29 06:27:48; 22; 59
2014-10-29 06:28:21; 22; 59
2014-10-29 06:28:51; 22; 60
2014-10-29 06:29:22; 22; 59
2014-10-29 06:29:55; 22; 59
2014-10-29 06:30:25; 22; 59
2014-10-29 06:30:58; 22; 59
2014-10-29 06:31:32; 22; 59
2014-10-29 06:32:02; 22; 59
2014-10-29 06:32:33; 22; 59
2014-10-29 06:33:11; 22; 59
2014-10-29 06:33:41; 22; 59
2014-10-29 06:34:12; 22; 59
2014-10-29 06:34:42; 22; 59
2014-10-29 06:35:13; 22; 59
2014-10-29 06:35:44; 22; 59
2014-10-29 06:36:14; 22; 59
2014-10-29 06:36:47; 22; 59
2014-10-29 06:37:18; 22; 59
2014-10-29 06:37:48; 22; 59
2014-10-29 06:38:19; 22; 59
2014-10-29 06:38:49; 22; 59
2014-10-29 06:39:22; 22; 59
2014-10-29 06:39:56; 22; 59
2014-10-29 06:40:26; 22; 59
2014-10-29 06:40:59; 22; 59
2014-10-29 06:41:32; 22; 59
2014-10-29 06:42:03; 22; 59
2014-10-29 06:42:33; 22; 59
2014-10-29 06:43:04; 22; 59
2014-10-29 06:43:34; 22; 59
2014-10-29 06:44:05; 22; 59
2014-10-29 06:44:36; 22; 59
2014-10-29 06:45:06; 22; 58
2014-10-29 06:45:37; 22; 59
2014-10-29 06:46:07; 22; 59
2014-10-29 06:46:38; 22; 59
2014-10-29 06:47:08; 22; 59
2014-10-29 06:47:41; 22; 59
2014-10-29 06:48:12; 22; 59
2014-10-29 06:48:42; 22; 59
2014-10-29 06:49:13; 22; 59
2014-10-29 06:49:44; 22; 59
2014-10-29 06:50:14; 22; 59
2014-10-29 06:50:52; 22; 59
2014-10-29 06:51:23; 22; 59
2014-10-29 06:51:56; 22; 59
2014-10-29 06:52:29; 22; 59
2014-10-29 06:53:02; 22; 59
2014-10-29 06:53:38; 22; 59
2014-10-29 06:54:08; 22; 59
2014-10-29 06:54:39; 22; 59
